Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,Weekend,Month_Num,Visitor_New_Visitor,Visitor_Returning_Visitor,Total_Duration,Total_Pages,Engagement_Score,Avg_Time_Per_Page
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.6962181738562767,-0.7486111346416618,3.9694020830749572,3.4343938024538225,-0.3678283006790407,-0.31023958317405365,-1.2397757402907557,-0.7940171892718674,-0.8963702408780065,0,-1.6735036364453961,False,True,-0.7731877692859602,-0.7269261302088017,-0.34480246061550124,-0.8782639349017157
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.673792537265417,-0.70747120022333,-0.4501370719237804,1.268054061063869,-0.3678283006790407,-0.31023958317405365,-0.1369798135909032,-0.20923684923667896,-0.8963702408780065,0,-1.6735036364453961,False,True,-0.7345044963151668,-0.7054786049790918,-0.34480246061550124,-0.1421426334132875
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.6962181738562767,-0.7486111346416618,3.9694020830749572,3.4343938024538225,-0.3678283006790407,-0.31023958317405365,2.068612039808802,-0.7940171892718674,2.4338527460451913,0,-1.6735036364453961,False,True,-0.7731877692859602,-0.7269261302088017,-0.34480246061550124,-0.8782639349017157
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.673792537265417,-0.7468969707073504,0.6547477168259039,2.1345899576198506,-0.3678283006790407,-0.31023958317405365,0.9658161131089493,-0.20923684923667896,-0.4800923675126068,0,-1.6735036364453961,False,True,-0.771575966245309,-0.7054786049790918,-0.34480246061550124,-0.8475922140025306
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.4943874445385388,-0.3452469338994233,-0.00818315642390665,0.1848841903688924,-0.3678283006790407,-0.31023958317405365,0.9658161131089493,0.37554349079850946,-0.8963702408780065,1,-1.6735036364453961,False,True,-0.3939103663301341,-0.5338984031414121,-0.34480246061550124,0.5652239297357491
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.2925567152208009,-0.6494788916064782,-0.1012260790246077,-0.3662022244307427,-0.3678283006790407,-0.31023958317405365,-0.1369798135909032,-0.20923684923667896,-0.8963702408780065,0,-1.6735036364453961,False,True,-0.6799751846828046,-0.3408706760740226,-0.34480246061550124,-0.691549833910908
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.6962181738562767,-0.7486111346416618,3.9694020830749572,3.4343938024538225,-0.3678283006790407,1.6931858732488698,-0.1369798135909032,0.9603238308336979,-0.06381449414720712,0,-1.6735036364453961,False,True,-0.7731877692859602,-0.7269261302088017,-0.34480246061550124,-0.8782639349017157
-0.40202911196683494,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.7186438104471365,-0.7486111346416618,3.9694020830749572,3.4343938024538225,-0.3678283006790407,-0.31023958317405365,-1.2397757402907557,-0.20923684923667896,-0.8963702408780065,1,-1.6735036364453961,False,True,-0.7731877692859602,-0.7269261302088017,-0.34480246061550124,-0.8782639349017157
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.673792537265417,-0.7248271100560637,-0.4501370719237804,1.268054061063869,-0.3678283006790407,3.696611329671793,-0.1369798135909032,-0.20923684923667896,-0.4800923675126068,0,-1.6735036364453961,False,True,-0.7508240020997203,-0.7054786049790918,-0.34480246061550124,-0.4526938074787182
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.6513669006745572,-0.27421626588027215,-0.4501370719237804,-0.416876853720183,-0.3678283006790407,1.6931858732488698,-0.1369798135909032,0.9603238308336979,-0.8963702408780065,0,-1.6735036364453961,False,True,-0.3271212778414985,-0.6840310797493818,-0.34480246061550124,4.780668570290577
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.6513669006745572,-0.49470060190351967,-0.4501370719237804,0.545940821155017,-0.3678283006790407,-0.31023958317405365,-1.2397757402907557,-0.7940171892718674,-0.06381449414720712,0,-1.6735036364453961,False,True,-0.5344394439193446,-0.6840310797493818,-0.34480246061550124,2.150568503514213
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.3598336249933802,-0.4865047555936176,-0.03580527614264878,-0.33864792102147884,-0.3678283006790407,1.6931858732488698,-1.2397757402907557,-0.7940171892718674,0.3524633792181926,0,-1.6735036364453961,False,True,-0.5267330106321944,-0.4052132517631524,-0.34480246061550124,-0.2920267070073669
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.5616643543111182,-0.5683025158238165,-0.4501370719237804,-0.2793314592160702,-0.3678283006790407,-0.31023958317405365,-1.2397757402907557,-0.7940171892718674,-0.8963702408780065,0,-1.6735036364453961,False,True,-0.6036462369686547,-0.598240978830542,-0.34480246061550124,0.04353081986392762
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.5840899909019779,-0.6856156100635912,-0.4501370719237804,0.545940821155017,-0.3678283006790407,-0.31023958317405365,-0.1369798135909032,1.5451041708688862,-0.8963702408780065,0,-1.6735036364453961,False,True,-0.7139540075494328,-0.6196885040602519,-0.34480246061550124,-0.5025353539336639
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.673792537265417,-0.7048999543221842,-0.4501370719237804,1.268054061063869,-0.3678283006790407,-0.31023958317405365,0.9658161131089493,-0.20923684923667896,-0.06381449414720712,0,-1.6735036364453961,False,True,-0.7320867917544922,-0.7054786049790918,-0.34480246061550124,-0.09613505207026073
-0.10175585380912001,-0.16831177861442828,-0.39882420493502,-0.291611327240514,-0.20285416885736182,0.32378168390113543,-0.2659896144980649,-0.5448985637898,-0.3678283006790407,-0.31023958317405365,-1.2397757402907557,-0.7940171892718674,2.4338527460451913,0,-1.6735036364453961,False,True,0.26720195132094043,-0.2121855246957629,-0.34480246061550124,0.7055793676369643
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.6962181738562767,-0.7486111346416618,3.9694020830749572,3.4343938024538225,-0.3678283006790407,-0.31023958317405365,-1.2397757402907557,-0.7940171892718674,0.3524633792181926,0,-1.6735036364453961,False,True,-0.7731877692859602,-0.7269261302088017,-0.34480246061550124,-0.8782639349017157
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.4271105347659595,-0.5332907174484549,-0.4501370719237804,-0.7316441550919656,-0.3678283006790407,-0.31023958317405365,-1.2397757402907557,-0.7940171892718674,-0.8963702408780065,1,-1.6735036364453961,False,True,-0.5707251598473215,-0.4695558274522823,-0.34480246061550124,-0.2855329285400702
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.673792537265417,-0.7280411674324959,-0.4501370719237804,1.268054061063869,-0.3678283006790407,-0.31023958317405365,-0.1369798135909032,-0.20923684923667896,-0.8963702408780065,0,-1.6735036364453961,False,True,-0.7538461328005636,-0.7054786049790918,-0.34480246061550124,-0.5102032841575016
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.2701310786299411,1.1677170086473552,-0.4501370719237804,-0.6816517061870889,-0.3678283006790407,-0.31023958317405365,-0.1369798135909032,0.9603238308336979,0.3524633792181926,0,-1.6735036364453961,False,True,1.028707292448281,-0.31942315084431266,-0.34480246061550124,2.5506427633263464
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.5392387177202583,-0.6610816387353985,-0.4501370719237804,-0.7177573757647207,-0.3678283006790407,4.698324057883254,-0.1369798135909032,-0.20923684923667896,0.7687412525835923,1,-1.6735036364453961,False,True,-0.6908850765128486,-0.576793453600832,-0.34480246061550124,-0.48672024775114925
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.673792537265417,-0.7486111346416618,3.9694020830749572,3.4343938024538225,-0.3678283006790407,-0.31023958317405365,0.9658161131089493,0.37554349079850946,-0.8963702408780065,0,-1.6735036364453961,False,True,-0.7731877692859602,-0.7054786049790918,-0.34480246061550124,-0.8782639349017157
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.6513669006745572,-0.6811159297365861,-0.4501370719237804,-0.17617244041723235,-0.3678283006790407,-0.31023958317405365,0.9658161131089493,-0.20923684923667896,-0.8963702408780065,0,-1.6735036364453961,False,True,-0.7097230245682523,-0.6840310797493818,-0.34480246061550124,-0.07313126139874734
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.673792537265417,-0.7389689625123653,-0.4501370719237804,1.268054061063869,-0.3678283006790407,3.696611329671793,-0.1369798135909032,0.9603238308336979,-0.8963702408780065,0,-1.6735036364453961,False,True,-0.7641213771834305,-0.7054786049790918,-0.34480246061550124,-0.7057355048653654
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.6962181738562767,-0.7486111346416618,3.9694020830749572,3.4343938024538225,-0.3678283006790407,-0.31023958317405365,-0.1369798135909032,-0.20923684923667896,0.3524633792181926,1,-1.6735036364453961,False,True,-0.7731877692859602,-0.7269261302088017,-0.34480246061550124,-0.8782639349017157
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.6065156274928376,-0.6483325444969779,-0.4501370719237804,-0.031749783770102964,-0.3678283006790407,-0.31023958317405365,-1.2397757402907557,-0.7940171892718674,2.4338527460451913,0,-1.6735036364453961,False,True,-0.6788972914196513,-0.6411360292899618,-0.34480246061550124,-0.1605456659504982
0.4987906625063099,-0.08703544306715696,-0.39882420493502,-0.291611327240514,-0.0010234395396238908,-0.018734416488234876,-0.3870007951241276,-0.6919675994016138,-0.3678283006790407,-0.31023958317405365,-0.1369798135909032,-0.20923684923667896,-0.8963702408780065,0,-1.6735036364453961,False,True,-0.0478495379682099,0.023737252831046513,-0.34480246061550124,-0.11144251306036407
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.6289412640836974,-0.6997574625198927,0.6547477168259039,1.268054061063869,-0.3678283006790407,-0.31023958317405365,-1.2397757402907557,-0.7940171892718674,-0.8963702408780065,0,-1.6735036364453961,False,True,-0.727251382633143,-0.6625835545196719,-0.34480246061550124,-0.4411919121429615
-0.7023023701245499,-0.5396605530976509,-0.39882420493502,-0.291611327240514,-0.6289412640836974,-0.7081140116986164,-0.4501370719237804,0.1848841903688924,-0.3678283006790407,0.6914731450374081,-0.1369798135909032,2.1298845109040747,-0.8963702408780065,0,-1.6735036364453961,False,True,-0.7351089224553354,-0.6625835545196719,-0.34480246061550124,-0.51595423182538
